review,sentiment
"In terms of the arts, the 1970s were a very turbulent era. In literature and the visual arts, it was the closing of a great fifty or sixty year period of creativity that has yet to be restarted. In music it was a decade that many see as a low point, due to corporate rock and disco. On television it was a Golden Age for situation comedies, from The Odd Couple to the Mary Tyler Moore Show to M*A*S*H to All In The Family, but in film it was even a greater period of creativity, in all genres, that saw the rise of the American auteur- directors like Robert Altman, Francis Ford Coppola, and Martin Scorsese- from the ashes of the old studio systems that had dominated Hollywood for over half a century. These directors wanted to craft literate, arts films for the masses, of the sort that had been staples in Europe since the end of the Second World War. Yet, the studios were trying to keep pace, with socially aware films of the sort not seen since the 1930s.<br /><br />But, unlike the films of the 1930s, starring actors like Jimmy Cagney and John Garfield (usually co-starring the Dead End Kids), that dealt with social issues in a gritty realistic way, or as realistic as one could get on a sound stage, the social consciousness of the late 1960s and early 1970s manifested itself most in science fiction films, which allowed the Left Wing of Hollywood to preach to the masses under the guise of what most considered little above comic strip entertainment. There was precedent for this approach, for several of the flying saucer films of the 1950s dealt with the political zeitgeist of the McCarthy era- most notably The Day The Earth Stood Still and Invasion Of The Body Snatchers. And the early 1960s saw Rod Serling constantly subverting the political conservatism of the time by casting social issues into science fiction settings on his classic sci fi television anthology show The Twilight Zone. Among the studio offerings of this time were the ecologically sensitive Silent Running; George Lucas's first film THX 1138, which dealt with consumerism, group think, and existentialism; and Logan's Run, which hammered away at Communism and state control versus the rights of an individual. Some of the film's references are quite heavyhanded- and reek of the then current Arab oil crisis and rampant inflation. A few jarred strawberries cost $150, and Soylent rations its assorted colored foods- Soylent Yellow, Soylent Red, and the new Soylent Green, reputedly made from 'the finest undersea growth,' in a manner not unlike the gas rationing of the time. Scenes of food riots are eerie echoes of the oil riots at many gas stations during the year of the film's release, and the scenes of crowding, and bodies, live and dead, lying all about are still chilling, as well as influential. A later film like Escape From New York is an obvious progeny. The rest of the script, by Stanley R. Greenberg, however, is rather pedestrian, and fairly standard for a dystopian flick, but Fleischer and cinematographer Richard H. Kline do a great job of filling the screen with interesting images and sounds, to spice things up. The use of soft, dimly lit visuals, murkily filtered, add a Stygian feel to the New York of the film, almost like a colorized version of Carl Theodor Dreyer's Vampyr. The only light in the film comes from artificial sources, and were it not for the fashion faux pas the film could truly seem timeless.<br /><br />The end of the film, where Thorn sneaks into the processing plant where human corpses are made into Soylent Green wafers, is both chilling, and oddly drama-less. In the end, the Soylent minions hunt Thorn down, but he survives long enough to utter the film's catchphrase to Chief Hatcher. Yet, one does not know if it is enough, for Hatcher has already been co-opted, and has a track record of taking the easy way out. Yet, that fact, and its ambiguity, shows that the film does not recapitulate its characters' dilemmas, and has a depth many later, better made films, sci fi or not, do not have. It is also why Soylent Green is still a film worth watching.",positive
"So I'm looking to rent a DVD and I come across this movie called 'End Game'. It stars James Woods and Cuba Gooding JR and has the synopsis of a taught political thriller. Well worth a look then. Or so I thought.<br /><br />Boy, was I wrong.<br /><br />End Game has just about the most ridiculous plot I have ever had the displeasure of enduring. Now being something of a whodunnit, I can't really tear into it as I would like without 'ruining' it for those who have yet to experience this monstrosity. But questions such as 'Why has he/she/they done this?', and 'Where on earth did they get the resources to pull this off?' are all too abundant following the film's unintentionally hilarious conclusion.<br /><br />As for the acting - you know those films where you can almost feel that an actor's realised that they've made a terrible mistake in signing on for a movie, and this then shows in their performance? This is one of those. Accompany this with a laughable script and seriously flawed, irritating direction and you have the recipe for cinematic poison.<br /><br />Of course, this didn't make it to the cinema, and for the same reason you should not allow it into your living room; it is appalling.",negative
"I saw ""Sweeney Todd"" on Broadway in 1980. It starred George Hearn and featured most of the other cast principals who appeared in the national touring company production, which was videotaped for TV in Los Angeles in 1982. Last night I watched the new DVD release of the Los Angeles production, although I have owned the videotape for many years. The production and the performances could have hardly been better but the original tape's age showed because both the audio and video quality are below modern standards, even on a newly pressed DVD. Nevertheless I still give it 10 out of 10 because of the greatness of the work and George Hearns's and Angella Lansbury's startlingly wonderful performances. Even today, my most memorable recollection from a live musical theater performance has to be Hearn's rendition of ""These are My Friends."" ""You'll drip rubies,"" brrr.",positive
"I saw this movie in Blockbuster and thought it might be a good Sunday evening movie when there is nothing else to do. So I bought it used, 3 DVDs for $25. Although it was cheap, my money would have been better spent on a nail to drive through my foot.<br /><br />The film started out nicely. Kinda Dark and mysterious. I was always enthralled with vampire and samurai movies as a kid. I thought the combo would be really cool. The first fight scene was pretty cool. I was excited for the rest of the movie. Then the movie took a serious nose dive.<br /><br />I understand that this was a big hit in the east. I guess because of the twins. I don't see it though. This movie, aside from the first 10 minutes, was absolutely horrible. So many movies in this genre have the potential to be great, and blow it terribly. This is just another casualty.<br /><br />Jacki Chan's role in this film doesn't make any sense at all. Whyyyyyyyy? Complete silliness. He probably made a few bucks off it though.<br /><br />The only cool thing in this movie are the swords they use. Nice idea.<br /><br />I wouldn't recommend this movie to anyone.",negative
"I am writing this with 10 minutes left before the film finishes. I feel comfortable writing it now, because unfortunately I know exactly how this film is going to end.<br /><br />The premise is simple enough, rabid dog on the loose in a small town, kills people. Great - simple plot for a good fun camp 80s horror.<br /><br />Uhh ..no.<br /><br />The main problem is this is based on a book (Stephen King) and you can tell that is should not have really been adapted to film, at least not with the same plot. Why? Cuz its boring! The first 45 minutes tries to build depth to its main characters and create suspense. It however lasts too long (half the film!) - the characters are unlikeable and we never care for them anyway, and it just about creates zero suspense. The easiest film (according to plot and time) to compare this to it the classic Jaws. Everything that Jaws does right, Cujo does wrong. Jaws created good characters and a genuine feeling of dread. Cujo does neither. Jaws effectively creates a scary, creepy villain in its shark. Cujo has a dirty St Bernard running about growling and jumping, and not a lot else. Jaws is exciting and unpredictable. Cujo is a tireless bore that remains predictable right to the end.<br /><br />Also confusing is the plethora of subplots that just act as boring red herrings to the films main plot.<br /><br />If this film was rewritten for the big screen and had a better director this could have been good. But it wasn't. It was a waste of 90 minutes of my life.<br /><br />People on here are saying this is one of the best King adaptations - Im sorry you could not be more wrong. The Mist is a hundred times better, Thinner is 10 times better and even the one with the cats is twice as good! This in my opinion is one of the worst! The only good thing was the action scenes with the dog looked real, even though they were dull.<br /><br />Films ended now, and it didn't get any better. Avoid.",negative
"This movie lacks in everything. Except Bobby deol, who in his own standards is mediocre, no one in this movie has come close to act in a single scene. Kangana is complete fake in her acting.<br /><br />The great Anupam Kher has a guest appearance and is better in those 2 minutes than bobby in the whole movie. The music does'nt compliment the movie<br /><br />that well. The contrast in Music between Bobby and Upen is not highlighted that well. Great concept gone completely wrong. The movie does'nt have a proper ending. Please don't waste your time as i did on this movie",negative
"It is a real shame that nearly no one under 30 knows the ""over the top"" writing of Michael O'Donoghugh- magazine articles and SNL skits that were genius for the time...and so it is a true shame that anyone who may take the opportunity to research his work will no doubt take the easy way out and watch videos- thus leading them to MR MIKES MONDO VIDEO. <br /><br />This movie has clever elements that never fully connect to the funny bone. The viewer experiences such things as cat diving/swimming with the man who thinks he's found feline happiness by hurling these kittens into a pool which the camera follows in slow motion and montage sequence. Then we are taken to an island to where all past fads are retired (hula hops, pet rocks, rainbow dread wigs etc.) Then we enter the music world (punk was a new variety of music at the time of this film) where ""D"" rate bar performer Rootboy Slim performs ""boogie till you puke"" in his own lazy style of dirt and eclectic sleaze. Now the real beauty of all this is the back ground music. In many different styles with many different instruments the sound of TELSTAR plays and replays- for those who don't understand Telstar was the first American Satellite launched into space and the theme was created to celebrate mans genius and triumph. MR MIKES seems to have been meant as a signal of societal decay ridiculous wastes. Now one thing the theater offered that the video release does not was a live performance of Sid Vicious (ex sex pistol not the wrestler) singing MY WAY. His version is very different than Sinatras as one might imagine but frankly I feel it is very much worth the listen...it's good! That is the sad part- in the VHS release Paul Anka refuses the rights of his song and the viewer is forced to experience 3 1/2 minutes of silence with an explanation rolling across the image of the singing dead sex pistol. <br /><br />I would give the theater release a 5 or 6 the video is closer to a 4 and now that so much is passé I can see where many people would give it a 3 or 2.5. If you want to see a good O'Donoghugh script watch SCROOGED...it is a better tribute to the mans insight and talent.",negative
"Maybe it's just a personal affection for this screen version of the Mika Waltari novel, or a fondness for things Egyptian (I grew up loving to visit the mummies in Boston's Museum of Fine Arts) but I think Maltin is a tad tough on this rather good film. The production values are great regarding color and cinematography, and it appears some effort went into historical authenticity (much of it from the novel, I'm sure). Purdom is admittedly a bit stiff in the lead role, but one can accept this as part of Sinuhe's character. Victor Mature is, well, Victor Mature. Peter Ustinov is a delight to watch in this type of role, which he always did so well and so wittily. Bella Darvi's performance as Nefer is classically camp, and I find even Michael Wilding's rather dry portrayal of Akenaten to have its own appeal.<br /><br />The historical oddity of Akenaten's monotheism, a brief detour in ancient Egypt's theological history, is interesting, as is Akenaten himself, and well worth reading about; the religious wars portrayed here have a basis in fact.<br /><br />An interesting footnote regarding Darvi, whose birth name was Bayla Wegier: she was a Polish emigre who producer Darryl Zanuck and his wife Violet took under their wing (I believe they may even have adopted her). Her screen name Darvi is formed from Zannuck's and his wife's first names. She continued her acting career in France, but never achieved great success and, after a rather unhappy life, died at her own hand in 1971.<br /><br />Altogether this is an interesting film and enjoyable to watch for the visual values alone. American Movie Classics shows this occasionally in letterbox, which is essential to capturing the scope and sweep of the story.",positive
"this is film is probably one of the best i've seen so far. i would put it only second to All About Lily Chou-chou because it kind of gives me the same vibes....'9 souls' is about 9 prisoners who have just escaped prison to go and find some counterfeit money stored in a time capsule at Mount Fuji Primary School. they later find out that there wasn't much there and set off on their own ways. the first half of the movie is just a time for the characters to be introduced and for the main points to be stated. it is a comedic yet serious part of the journey. the second half, moved me to tears. as the movie progresses, each character goes and tries to fulfill their dreams, but unfortunately ending somewhat badly. in the end only 2 of the 9 escapees are left. the way that each character left the scene was very sad and you will probably feel tears in your eyes. a beautiful film directed fantastically. this is a movie for people who have enjoyed Toshiaki Toyoda's other films such as 'Blue Spring'.",positive
"""Cat In The Brain"" is a series of extremely violent sequences knitted together by a plot that feels more like an overview, describing director Lucio Fulci's most notorious years of film-making. The movie could also be seen as a dark comedy of sorts, effectively spoofing the various claims that violent cinema causes violence in real life. Fulci goes further than that, he casts himself as the star, the central figure of the film thus showing the audience who is the man behind all the cinematic gore. ""Cat in The Brain"" is not about presenting a clear story and following it. Instead it pokes fun at some of the clichés that have been surrounding the horror genre for years.<br /><br />Lucio Fulci plays himself as a horror director struggling to keep his humanity intact. Years of violent film making have finally began to reach him. It starts slowly, steaks and meat in general begin to disgust him, his colleagues assure Fulci that all he needs is some rest. But that doesn't help and soon the grotesque ideas for his movies begin to overwhelm his daily thoughts. In an attempt to find a cure for his dangerously maddening mental state Lucio starts going to the local psychiatrist. Unfortunately that does more wrong than good and Fulci is thrown into an even bigger mess, as the psychiatrist turns out to be a psychopath, who mimics the murders from Fulci's films in real life.<br /><br />The film retains all the trademarks of Italian splatter cinema, good or bad they are all here. So any comments about the acting or the technical aspects and budget constrains are quite irrelevant as to the quality of the film. It is a visual experience, no doubts about it. Fulci throws in an incredible amount of violence easily surpassing pretty much everything he's made. Amputated by chainsaw limbs, cannibalism, child murder, decapitation, these are just some of the many grotesque acts witnessed in ""Cat In The Brain"". Some of them are obviously recycled from a few the director's less profile movies but they don't stand out of the context, and actually feel quite at home here. As I noted before the movie exists much better as a satire of the genre rather than a serious piece. The way some of the violence is presented does help establish that idea. Such sequences shortly after climax are rejected by the reality in the film, as they are revealed to be actually scenes inside a movie that Fulci's character is directing. This sort of ""film in film"" presentation lessens somewhat the impact of the gore. But in no way does it make it an easy to watch film. Oh no this is far beyond and above the levels of gore found in mainstream horror, and gorehounds will in no doubt be satisfied with that fact.<br /><br />Lucio Fulci was a very polarized figure. People either hate his work or love it. ""Cat in the Brain"" won't convince any of Fulci's detractors in the opposite but it is nevertheless an interesting part of his filmography. One that fans should really check out.",positive
"I really wanted to like The Pillow Book. Intriguing story, interesting character outlines, Ewan Macgregor in the utterly glorious altogether. Unfortunately, I hated every minute of it. Greenaway got so enamoured with presenting the movie uniquely, and not to the film's benefit. I won't even get into Vivian Wu's abysmal acting.<br /><br />You get distracted from the story with 4 billion teeny windows and calligraphy that rolls on the bottom of the screen displaying the lyrics of the music that's playing. It seems he lost sight of presenting the actual story and developing the plot, and got entangled with foo-foo embellishments that have nothing to do with anything. It's a bit like presenting a John Singer Sargeant portrait in a chintzy Hallmark frame that says ""GRANDMA LOVES ME!"" in big sparkly letters.<br /><br />This movie seems to be a casualty of the director auteur's ego instead of what it could have been - disturbingly and horrifyingly beautiful. In another director's hands (Jeunet? Coppola?), it could have been a masterpiece. In Greenaway's hands, it's best relegated to fine arts classes that also take themselves too seriously.",negative
"Now I love Bela Lugosi,don't get me wrong,he is one of the most interesting people to ever make a movie but he certainly did his share of clunkers.This is just another one of those.<br /><br />Lugosi plays Dr.Lorenz,a doctor who has had his medical license pulled for unexplained reasons.He is however doing experiments to keep his wife young and beautiful.It's revealed that she is 70-80 years old yet Lugosi looks to be in his mid 50's so why he is married to this old woman is never really explained.<br /><br />Anyway these treatments or experiments involved giving brides who are at the altar being married some sort of sweet smelling substance whereby they pass out but are thought to be dead.Then Lugosi and some of his assistants steal the body on its way to the morgue and take it back to his lab where it's kept in some sort of suspended animation or catatonic state.Then the stolen brides have a needle rammed somewhere in their bodies,maybe the neck,and then the needle is rammed into the body of Lugosi's wife to bring her back to youth and beauty.We never really see where Lugosi sticks the needle or what it is that he draws out of the brides but it somehow restores his wife .Apparently old age makes you scream with pain because Lugosi's wife does a lot of screaming until she gets back to her younger state.Helping Lugosi in his lab is the only good thing about this movie....a weird old hag and her two deformed sons....one son is a big lumpy looking slow acting fellow who likes to fondle the snoozing brides and the other son is a mean little dwarf....little person, to be politically correct in today's world.At night these three just sort of pile up and sleep in Lugosi's dreary downstairs lab.Who these 3 are and how they came to be Lugosi's scared assistants is,like a lot of stuff in this film, never explained.<br /><br />So anyway a female reporter is given the assignment by her gruff editor to find out where all the stolen brides are going to.She quickly figures out that the one common thing among all the stolen brides is a rare orchid that is found on them.So she asks around and is told that there is a world renowned orchid expert living nearby who just happens to be the one who developed this particular orchid.This expert turns out to be creepy Dr.Lorenz.She quickly tracks him down and upsets his little house of horrors.I'm not sure where the police were during all this but they came in to mop up after the reporter had done all the dirty work.<br /><br />It seems that Lugosi's movies always had some sort of unnecessary silly plot line that just made the whole thing stink to high heavens.I mean a world famous orchid expert kidnaps brides by sending them a doped up orchid he himself is known to have developed? D'OH!<br /><br />And then later it's revealed that the young ladies don't even have to be brides for the procedure to work so why would Lugosi keep kidnapping brides from heavily guarded churches for his experiments and create all the attention and newspaper headlines? Why not just grab a prostitute off the street like a normal weirdo pervert would do? This clunker reminded me a lot of another Lugosi stinker,""The Devil Bat""....same silly plot lines and bad acting and same silly 'reporter gets bad guy' deal.<br /><br />But Lugosi is always good--he is creepy and sinister enough to keep you interested at least enough to keep watching him.The woman playing the reporter was just a terrible actor....she had no emotion whatsoever,she just delivered her lines like a machine gun ,spewing them out as quickly as she could.Everyone else pretty much blew too,when it came to being good actors.<br /><br />But this thing is watchable ,if only for Bela Lugosi fans.Lugosi was always so intense even when the picture was a dog.He must have known he was doing terrible pictures but maybe he also knew that if he gave it everything he had a little of that intensity might shine through past all the bad plots and bad acting which surrounded him.<br /><br />And he was right----we horror fans will always have a love for Bela Lugosi.He gave it his all every time he was in front of the camera.We do give two f**ks for you,Bela.",negative
"This movie is George C. Scott at his very best, Bernard Hughes at his very best and Diana Rigg at her most pithy, and of course Paddy Chaevsky writing at ""masterpiece"" warp! There are also very brief snippets of future biggies like Susan Sarandon, Stockard Channing etc., who have one scene lines that you don't necessarily spot until your fifth or sixth time watching. Nancy Marchand as a young to middle age nurse supervisor is also superb, as well as practically every ""face"" in Hollywood of 1970.<br /><br />It is one of the few movies that gets better the more times you see it. Watch for the ""surprise"" scene ala ""Wait until Dark""! This is one of the few movies I have ever bought on DVD. It is that superb.",positive
"I suppose if you like pure action... you'll find it here. I suppose if you find a gorgeous blonde designed to be screwed... find it here. I suppose if you want to find a couple of extra baddies, headed by 1-2 extra, EXTRA baddy bosses who meat a nasty end... you'll find it here.<br /><br />Overall, routine stuff, and the good guys come out on top big time under extra-ordinary circumstances.<br /><br />What I marvel most at... How the good guys armed only with pistols, can kill dozens of bad guys with machine guns who are shooting at them at point blank range... and missing. The goodies even get time to reload their pistols amid the hail of machine guns bullets.<br /><br />Ho-hum!!!",negative
"Even though this is the first film by the broken lizard group, it's the last one I saw. Having mildly enjoyed Super Troopers, and managed to sit through the crap that is club dred and beerfest, I was surprised to hear they did an earlier film. Now i didn't sit down with high hopes, but was hoping for a funny campus romp. My friend asked me to keep in mind they are younger (obviously) and its their first foray into film. I did and was still disappointed. Not taking away the acting and comedy skills of the BL guys, they were OK. The whole film was tiresome, clichéd and frankly boring. Some of the other actors in the film were really poor at acting. And the Rugby game didn't even resemble rugby. Poor showing. They improved drastically with Super Troopers and have declined since. Lets hope they get back on form with Super Troopers 2",negative
"Watching QUINTET is not unlike watching a group of people playing a word game in Portuguese, or some other language you do not understand. You get the idea that they are playing a game, and if you watch closely enough, you may just begin to understand the rules. But, why bother, since it is clear you can't join in and you wouldn't want to if you had the chance.<br /><br />Director Robert Altman is not one to beg an audience to like his films, let alone understand them. Sometimes he lets you slip into the picture to be a part of the crowd, like in M*A*S*H, NASHVILLE and A WEDDING, films so full of hubbub and orchestrated chaos, one or two more bodies in the scene wouldn't make much of a difference. And other times, he seems to resent the fact that someone might even be watching his film; as in IMAGES or THREE WOMEN, where the stories are almost personal monologues made for an audience of one, Altman. With QUINTET, Altman seems to purposely dare anyone to become involved with the narrative. <br /><br />You can't depend on Altman to do the logical or the expected, which is sometimes the thing that makes his films so remarkably iconoclastic. But sometimes doing the unexpected isn't daring, just dumb. For instance, in QUINTET, we are introduced to a young woman who is apparently the last person on earth capable of getting pregnant, and she is, indeed, with child. This last ray of hope in a decaying society is almost immediately extinguished; Altman doesn't even wait until the end to play his last depressing card in this elaborate nihilistic and pessimistic tale. He lets us know how empty and meaningless life is right off the bat. Brave? Maybe. Stupid? Definitely. Devoid of a purpose, he tries to build a story on a rapidly melting iceberg, all the while reminding us how pointless the effort is. <br /><br />For the record, QUINTET, can at least claim to be prophetic. The story is centered on a treacherous game played by the various bored characters. It is a form of TAG (the assassination game): a handful of people target each other for elimination, each as a would-be assassin and each as a would-be victim. Two or more can form alliances to kill a third. As they die off, new targets are assigned. Whoever lives, wins. All of this happens at some exotic, inhospitable wasteland. It is, to a great extent, an extreme, sci-fi version of ""Survivor"" -- minus the commercial plugs and faked ""reality.""<br /><br />It is not a bad concept for a sci-fi epic. A post-apocalyptic setting, a microcosm of the world (the cast is pointedly multinational), a game where no on can be trusted or least not for long, and where no one really wins. Literally a cold war. A steely eyed director with a taste for dark humor and violent invention could have a field day. The mystery in QUINTET is not in the game or how it is played, but in why it exists it all. If the game ""Quintet"" is a metaphor for life, then Altman, seems to see nothing in the material but a chance to show life to be an empty, meaningless game -- a conclusion as obvious as it is untrue. Given the lively, albeit cynical nature of the rest of his diverse films, I don't believe that Altman believes in QUINTET either. And if Altman has no faith in his material, why should we?",negative
"Watching The Tenants has been a interesting experience for me. It is the first film I have ever seen where I have shuttled at speed through parts of the (non)action - and I can normally watch anything from turgid action movies to Serbo-Croat indie and find them fascinating.<br /><br />The Tenants is frustratingly sluggish and over-orchestrated. One of the main problems of the script is there is little realistic character dialogue, apart from the set pieces where characters 'collide' in a very structured setting (to make this work, the film needed to feel more conceptual, which it didn't). This leads to a lack of realistic character development; everyone seems two-dimensional.<br /><br />The worse for this is the character of Bill Spear, aka Snoop Dogg. I found his characterization very uncomfortable and very unsympathetic. At one point, I even stopped the film because I got so annoyed by the character's aggressive, violent and monotonal delivery, the lack of any other personality layer apart from that of the reactionary ""on"" switch (which gets really predictable after a while) and I so desperately wanted him to have some redeeming qualities. However, one reason for this jar might be the nebulous time scape of the film (supposedly 70s, it feels and looks more early noughties). If it had been more securely fixed in the 70s, his character might have seemed more understandable.<br /><br />The lighting of the film was also awkward. All the way through, the soundtrack attempts to provide a certain gritty, jazz-infused atmosphere that just did not come off, largely because the set was too well-lit.<br /><br />The Tenants, to me, is an unbelievable film. It doesn't depict real people or propose any interesting ways of thinking about race, identity or the life of a writer, be they white or black.<br /><br />Strangely, I came away with the feeling that this project needed David Lynch; his eerie, clastrophobic and obsessive look and feel would have lifted both the actors and the script into something quite remarkable.",negative
"Written by brilliant Monkees' TV writers Gerald Gardner and Dee Caruso,WHICH WAY TO THE FRONT was the last of the ""Jerry Lewis"" movies until ""Hardly Working"" almost a decade later. Jerry's comedy is evidently an acquired taste, and admittedly he can occasionally be his own worst enemy when he helms as producer/director--but even in the dreariest of his films, there are always moments of brilliance.<br /><br />WHICH WAY manages to be amusing,entertaining and yes,quite funny. It is somewhat unlike any of the typical Lewis films.The pace is very upbeat and ther are lots of excellent supporting players--a kind of JERRY DOES HOGANS HEROES.The whole thing looks kind of like an unsold TV pilot and you will either love it or hate it---but hopefully YOU VILL LAUGH",positive
"It's now 2005 and 15+ years since this cartoon first aired. I haven't actually watched it seriously or closely in about 10 years. Now that I'm an adult in my 30s I can look back with a serious eye as I watch the episodes again.<br /><br />In concept, the cartoon is partly an homage to the classic Looney Tunes but also its own original show. There are a few episodes that are structured like the old cartoons. For example, there is a singer that attacks Buster and so he exacts revenge on this singer's concert -exactly like the old Bugs Bunny cartoon. The ensuing cartoon is similar to Looney Tunes, just in a different era. If you look at the old Looney Tunes, they did an awful lot of stuff exactly like Tiny Toons did. The old Looney Tunes made a lot of social commentary and parody. There were celebrity impersonations. There were a lot of corny period jokes, slang, and dialog. The comedy was surreal and wacky. You can say this exactly for Tiny Toons as well. The comedy styling is 'spiritually' the same. Most definitely a throwback to the classics which hadn't been done well (if at all) in cartoons in the decades prior to this show. We recognize the cultural references in Tiny Toons and we can roll our eyes when something we don't like comes up. But the reason we don't think Looney Tunes are corny is because we weren't alive back in the 40s. Also, Looney Tunes was original back in those days but today cartoons are rehashed over and over. So it's easy to perceive Tiny Toons in an unfair light due to our exposure to current events and our overexposure to cartoons in general.<br /><br />There certainly are differences in many respects - the timing, the delivery, and obviously the duration of the shows. They are two different styles from two different periods, being done under two very different circumstances - Looney Tunes being made for adults in theaters and Tiny Toons being made for kids watching TV. Even so, they did a good job making an original show with original gags AND still paying homage to and patterning after the comedy stylings of the old Looney Tunes.<br /><br />Since Tiny Toons had a lot more time to play with, they had some genuine moments of great animated inspiration. You only have to look at episodes like 1 minute to 3, the baby Plucky toilet episode.. there are so many more. For example, one of the best comedy dialog exchanges ever animated is in ThirteenSomething when Babs and Buster are on the phone in a split screen, hoping each misses the other. The miscommunication is spectacular. Notably, the character development in this episode and in several others (usually the ones penned by Deanna Oliver or Sherri Stoner) is rather good. The female characters were taken seriously as personalities and developed, unusual considering the opposite is usually true for cartoons of that period.<br /><br />This was the first modern cartoon that had lots of both pop culture-referential and self-referential humor. This was way ahead of its time. Tiny Toons really opened up a door for writers to take comic liberties that are so common in the cartoons today, instead of doing the boring old crap we endured as 80s kids. Yes, I loved Transformers and Thundercats, but Tiny Toons totally jumped away from all that. It was a breath of fresh air. Bakshi's New Adventures of Mighty Mouse may have been a precursor, but Tiny Toons made this surreal style of comedy cartoon writing a real success.<br /><br />As a kid I totally overlooked some jokes. For example, one episode is an homage to the Marx Brothers that I completely ignored as a teen. Now I have a newfound respect for it. There are so many inspired gags that I never noticed that are genuinely brilliant. It's that kind of comedy that makes me think of Looney Tunes and Family Guy. I NEVER noticed that kind of comedy as a kid. I've been thinking this for most episodes I watched recently.<br /><br />You'd notice these kinds of things if you actually WATCHED the show. Unlike some other reviewers here who I know are unfairly judging it, I've seen all the episodes and have thought about them thoroughly, exposed both as a kid and as an adult.<br /><br />You can tell there was an awful lot of care taken with the voice acting too. I'm not talking about just the main characters, but the side characters were done really well and creatively too. But back to the main characters, some of the main characters were brilliant. Tress MacNeille had, in my opinion, her best performances in this cartoon. She hasn't been the same since. Rob Paulsen also did some incredible stuff here, too.<br /><br />This is all not to say the show didn't have some bad episodes. It had plenty. It had a lot of mediocre ones, too. But by far it certainly had a lot of genuinely funny episodes. Especially back when it first aired it was actually funny to watch.<br /><br />Out of 10 I give the show an 8.5 - and kudos for pushing the envelope and breaking down the doors leading to a new era of cartoons.",positive
On a routine mission in Iraq a group of Delta soldiers recover a computer hard drive from an Alqueda training camp detailing the location of weapons specialist Dr Walsh. After witnessing the termination of his top secret weapons development program Dr Walsh finds an alternative funding source and sets up a new research facility deep in the notorious Belzan forest in Chechnya where he is developing weapons and selling them to Chechnyan rebels.The team of Deltas is sent on a black ops mission to retrieve the doctor and his technology before the Russians find him and his lab.What the Delta team soon discover is that the doctors latest weapons is a flock of large carnivorous bats that have been genetically altered to develop a taste for human flesh. I found this movie to be much better than what I was expecting.There is lots of action and lots of blood. Its more or less what you would expect from a creature feature. The acting isn't great but its passable. I have certainly seen worse.Overall its an enjoyable movie for what it is. A good popcorn movie.,positive
"Wow, what an overrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I doubt it terrorized audiences in the early '50s and I know it would put today's audiences asleep.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. No, the only shivers I get is that anyone is left on the planet who believes anything the N.Y. Times prints about anything.<br /><br />Well, it was about a deranged man who held a woman hostage for a short time in her house but the man. ""Howard Wilton"" (Robert Ryan) was actually harmless and friendly. In fact, this was one of the nicest roles Ryan ever played! Yes, ""Wilton"" was nuts but he never harmed the woman and only wanted a friend to trust.<br /><br />The film even turned boring after awhile with very little going on except a lot of yakking. <br /><br />Beware, my reader.....this sucks.",negative
"I've been looking forward to the release of this movie since I first heard the concept two years ago, and I was not disappointed. I won't bother summarizing the story since everyone else has, but I will say that it was just plain entertaining throughout. The performances were great, as was the music, and the main characters were likeable.<br /><br />My only complaints are: (1) the story was definitely lacking; the movie wrapped up very abruptly- in fact the writing became pretty lax in the second half, as though the writers weren't sure what to do with the plot. Since the plot wasn't nearly as important as the music and the action, this didn't really affect the entertainment value of the film, so this is not as major a complaint as it would seem.<br /><br />(2) This is really nitpicky, but the music that the characters in the movie were listening to was sometimes dated after 1985, when the movie was set. INXS' Devil Inside was from 1987 and AC/DC's Are You Ready was from 1990, among other mistakes. This bothers me a bit, since they obviously went to lengths to make a good period piece, they could have checked the copyright date on these songs to make sure they were 1985 or earlier. Again, not a big deal.<br /><br />Oh, I thought of something else that was strange. The Steel Dragon band members were supposed to be English, but for some reason Dokken bassist Jeff Pilson and Ozzy guitarist Zakk Wylde played band members, and they each had a couple of speaking lines in AMERICAN accents. That was kind of lazy also, but it was still cool to see actual musicians playing musicians, so I will forgive that as well.<br /><br />I could probably nitpick all day, but I don't want to give the impression that this wasn't a super entertaining movie. I will probably buy the DVD when it comes out, and I will certainly buy the soundtrack CD simply for the six Steel Dragon songs (some of which were sung by the singer from the band Steelheart, if you remember them!). The highlight of the film was possibly a great outtake where Mark Wahlberg is lipsynching to a rock song on stage and suddenly someone plays ""Good Vibrations"" by Marky Mark and the Funky Bunch. The surprised look of Mark's face is priceless. Classic rock and roll flick! Score: 8/10 due to extreme entertainment",positive
"This movie is up there with the all-time classics. The music, camera shots, and acting are excellent. Showing the movie in black and white gave it a much better appearance and complemented the music perfectly, like Psycho. Its surprising how so few people have commented on this movie. My guess is that its a hard movie to find. I gave the film a 9. See the movie and you'll know what I'm talking about.",positive
